propertyRecordId,address,paon,saon,street,locality,town,postcode,district,propertyType,estateId,estate,estateClassification,estateType,estateRuleId,estateRegistryVersion,estateEvidenceStatus,estateReviewStatus,price,date,market,category
property:WOODLANDS HOUSE HILLVIEW ROAD CLAYGATE ESHER KT10 0TU|KT100TU,"WOODLANDS HOUSE, HILLVIEW ROAD, CLAYGATE, ESHER, KT10 0TU",WOODLANDS HOUSE,,HILLVIEW ROAD,CLAYGATE,ESHER,KT10 0TU,Elmbridge,Detached,ruxley-heights,Ruxley Heights,A,traditional_private_estate,pe:ruxley-heights:hillview-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,2499999,2026-05-08,elmbridge-prime,A
property:CARTREF 7 ESHER PARK AVENUE ESHER KT10 9NP|KT109NP,"CARTREF, 7, ESHER PARK AVENUE, ESHER, KT10 9NP","CARTREF, 7",,ESHER PARK AVENUE,,ESHER,KT10 9NP,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2026-05-06,elmbridge-prime,A
property:YAFFLE HILL YAFFLE ROAD WEYBRIDGE KT13 0QF|KT130QF,"YAFFLE HILL, YAFFLE ROAD, WEYBRIDGE, KT13 0QF",YAFFLE HILL,,YAFFLE ROAD,,WEYBRIDGE,KT13 0QF,Elmbridge,Terraced,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:yaffle-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4945000,2026-04-24,elmbridge-prime,A
property:TOKAI WOODLAND WAY KINGSWOOD TADWORTH KT20 6NX|KT206NX,"TOKAI, WOODLAND WAY, KINGSWOOD, TADWORTH, KT20 6NX",TOKAI,,WOODLAND WAY,KINGSWOOD,TADWORTH,KT20 6NX,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2600000,2026-04-24,reigate-banstead,A
property:FAIROAKS LODGE PACHESHAM PARK LEATHERHEAD KT22 0DJ|KT220DJ,"FAIROAKS LODGE, PACHESHAM PARK, LEATHERHEAD, KT22 0DJ",FAIROAKS LODGE,,PACHESHAM PARK,,LEATHERHEAD,KT22 0DJ,Mole Valley,Detached,pachesham-park,Pachesham Park,A,traditional_private_estate,pe:pachesham-park:pachesham-park:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,5750000,2026-04-16,mole-valley,A
property:23 HIGH TREES ROAD REIGATE RH2 7EH|RH27EH,"23, HIGH TREES ROAD, REIGATE, RH2 7EH",23,,HIGH TREES ROAD,,REIGATE,RH2 7EH,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2150000,2026-04-10,reigate-banstead,A
property:62 HORSESHOE LANE EAST GUILDFORD GU1 2TL|GU12TL,"62, HORSESHOE LANE EAST, GUILDFORD, GU1 2TL",62,,HORSESHOE LANE EAST,,GUILDFORD,GU1 2TL,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2390000,2026-03-27,guildford-district,A
property:GABLE END FOXBURROW HILL ROAD BRAMLEY GUILDFORD GU5 0BU|GU50BU,"GABLE END, FOXBURROW HILL ROAD, BRAMLEY, GUILDFORD, GU5 0BU",GABLE END,,FOXBURROW HILL ROAD,BRAMLEY,GUILDFORD,GU5 0BU,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3099000,2026-03-13,waverley-south-surrey,A
property:LITTLE BRIDLEY BERRY LANE WORPLESDON GUILDFORD GU3 3QF|GU33QF,"LITTLE BRIDLEY, BERRY LANE, WORPLESDON, GUILDFORD, GU3 3QF",LITTLE BRIDLEY,,BERRY LANE,WORPLESDON,GUILDFORD,GU3 3QF,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2900000,2026-03-12,woking-district,A
property:MIDSUMMERS MARK WAY GODALMING GU7 2BD|GU72BD,"MIDSUMMERS, MARK WAY, GODALMING, GU7 2BD",MIDSUMMERS,,MARK WAY,,GODALMING,GU7 2BD,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2400000,2026-03-12,waverley-south-surrey,A
property:ST MARYS SCHOOL LANE SHACKLEFORD GODALMING GU8 6AZ|GU86AZ,"ST MARYS, SCHOOL LANE, SHACKLEFORD, GODALMING, GU8 6AZ",ST MARYS,,SCHOOL LANE,SHACKLEFORD,GODALMING,GU8 6AZ,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2026-03-09,guildford-district,B
property:81 BOUNDSTONE ROAD ROWLEDGE FARNHAM GU10 4AT|GU104AT,"81, BOUNDSTONE ROAD, ROWLEDGE, FARNHAM, GU10 4AT",81,,BOUNDSTONE ROAD,ROWLEDGE,FARNHAM,GU10 4AT,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2026-03-09,waverley-south-surrey,B
property:30 FRENSHAM VALE LOWER BOURNE FARNHAM GU10 3HT|GU103HT,"30, FRENSHAM VALE, LOWER BOURNE, FARNHAM, GU10 3HT",30,,FRENSHAM VALE,LOWER BOURNE,FARNHAM,GU10 3HT,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2650000,2026-03-02,waverley-south-surrey,A
property:KINETON HOUSE HOLLY BANK ROAD WOKING GU22 0JW|GU220JW,"KINETON HOUSE, HOLLY BANK ROAD, WOKING, GU22 0JW",KINETON HOUSE,,HOLLY BANK ROAD,,WOKING,GU22 0JW,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2460000,2026-02-26,woking-district,A
property:15 EATON PARK COBHAM KT11 2JF|KT112JF,"15, EATON PARK, COBHAM, KT11 2JF",15,,EATON PARK,,COBHAM,KT11 2JF,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:eaton-park:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,2975000,2026-02-19,elmbridge-prime,A
property:ARLINGTON HOUSE 33A LEIGH HILL ROAD COBHAM|NOPOSTCODE,"ARLINGTON HOUSE, 33A, LEIGH HILL ROAD, COBHAM","ARLINGTON HOUSE, 33A",,LEIGH HILL ROAD,,COBHAM,,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2275000,2026-02-09,elmbridge-prime,A
property:34 MEADWAY ESHER KT10 9HF|KT109HF,"34, MEADWAY, ESHER, KT10 9HF",34,,MEADWAY,,ESHER,KT10 9HF,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2850000,2026-01-30,elmbridge-prime,A
property:7 MAYFIELD ROAD WEYBRIDGE KT13 8XD|KT138XD,"7, MAYFIELD ROAD, WEYBRIDGE, KT13 8XD",7,,MAYFIELD ROAD,,WEYBRIDGE,KT13 8XD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2530000,2026-01-30,elmbridge-prime,A
property:32 FAIRWAY GUILDFORD GU1 2XJ|GU12XJ,"32, FAIRWAY, GUILDFORD, GU1 2XJ",32,,FAIRWAY,,GUILDFORD,GU1 2XJ,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2325000,2026-01-16,guildford-district,A
property:DEERSWOOD CLODHOUSE HILL WOKING GU22 0QS|GU220QS,"DEERSWOOD, CLODHOUSE HILL, WOKING, GU22 0QS",DEERSWOOD,,CLODHOUSE HILL,,WOKING,GU22 0QS,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2800000,2026-01-07,woking-district,A
property:THE MILLING HOUSE GOOSE RYE ROAD WORPLESDON GUILDFORD GU3 3RQ|GU33RQ,"THE MILLING HOUSE, GOOSE RYE ROAD, WORPLESDON, GUILDFORD, GU3 3RQ",THE MILLING HOUSE,,GOOSE RYE ROAD,WORPLESDON,GUILDFORD,GU3 3RQ,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2250000,2026-01-07,guildford-district,A
property:WYNWOOD HOUSE WARREN DRIVE KINGSWOOD TADWORTH KT20 6PY|KT206PY,"WYNWOOD HOUSE, WARREN DRIVE, KINGSWOOD, TADWORTH, KT20 6PY",WYNWOOD HOUSE,,WARREN DRIVE,KINGSWOOD,TADWORTH,KT20 6PY,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2025-12-22,reigate-banstead,A
property:HOLDFAST COTTAGE HOLDFAST LANE HASLEMERE GU27 2EY|GU272EY,"HOLDFAST COTTAGE, HOLDFAST LANE, HASLEMERE, GU27 2EY",HOLDFAST COTTAGE,,HOLDFAST LANE,,HASLEMERE,GU27 2EY,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2325000,2025-12-19,waverley-south-surrey,A
property:REDWOOD PINE WALK EAST HORSLEY LEATHERHEAD KT24 5AG|KT245AG,"REDWOOD, PINE WALK, EAST HORSLEY, LEATHERHEAD, KT24 5AG",REDWOOD,,PINE WALK,EAST HORSLEY,LEATHERHEAD,KT24 5AG,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2173600,2025-12-16,guildford-district,A
property:BEECH HOUSE MARK WAY GODALMING GU7 2BD|GU72BD,"BEECH HOUSE, MARK WAY, GODALMING, GU7 2BD",BEECH HOUSE,,MARK WAY,,GODALMING,GU7 2BD,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2342500,2025-12-12,waverley-south-surrey,A
property:HOLLY LODGE HOW LANE CHIPSTEAD COULSDON CR5 3LN|CR53LN,"HOLLY LODGE, HOW LANE, CHIPSTEAD, COULSDON, CR5 3LN",HOLLY LODGE,,HOW LANE,CHIPSTEAD,COULSDON,CR5 3LN,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2185000,2025-12-10,reigate-banstead,A
property:SHAMWARI GORSE HILL ROAD VIRGINIA WATER GU25 4AS|GU254AS,"SHAMWARI, GORSE HILL ROAD, VIRGINIA WATER, GU25 4AS",SHAMWARI,,GORSE HILL ROAD,,VIRGINIA WATER,GU25 4AS,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2025-12-08,runnymede-wentworth,A
property:1 FITZALAN ROAD CLAYGATE ESHER KT10 0LX|KT100LX,"1, FITZALAN ROAD, CLAYGATE, ESHER, KT10 0LX",1,,FITZALAN ROAD,CLAYGATE,ESHER,KT10 0LX,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2176600,2025-12-05,elmbridge-prime,A
property:17 ICKLINGHAM ROAD COBHAM KT11 2NQ|KT112NQ,"17, ICKLINGHAM ROAD, COBHAM, KT11 2NQ",17,,ICKLINGHAM ROAD,,COBHAM,KT11 2NQ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6609900,2025-11-28,elmbridge-prime,A
property:PINEWOODS WHITMEAD LANE TILFORD FARNHAM GU10 2BS|GU102BS,"PINEWOODS, WHITMEAD LANE, TILFORD, FARNHAM, GU10 2BS",PINEWOODS,,WHITMEAD LANE,TILFORD,FARNHAM,GU10 2BS,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2915000,2025-11-28,waverley-south-surrey,A
property:3 WOODSIDE ROAD COBHAM KT11 2QR|KT112QR,"3, WOODSIDE ROAD, COBHAM, KT11 2QR",3,,WOODSIDE ROAD,,COBHAM,KT11 2QR,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2950000,2025-11-26,elmbridge-prime,A
property:9 ERISWELL CRESCENT HERSHAM WALTON ON THAMES KT12 5DS|KT125DS,"9, ERISWELL CRESCENT, HERSHAM, WALTON-ON-THAMES, KT12 5DS",9,,ERISWELL CRESCENT,HERSHAM,WALTON-ON-THAMES,KT12 5DS,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-crescent:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,2500000,2025-11-26,elmbridge-prime,A
property:BERESFORD COURT WESTERHAM ROAD OXTED RH8 0SL|RH80SL,"BERESFORD COURT, WESTERHAM ROAD, OXTED, RH8 0SL",BERESFORD COURT,,WESTERHAM ROAD,,OXTED,RH8 0SL,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3350000,2025-11-25,tandridge-oxted,A
property:FRILLINGHURST OLD MANOR WEST END LANE HASLEMERE GU27 2EN|GU272EN,"FRILLINGHURST OLD MANOR, WEST END LANE, HASLEMERE, GU27 2EN",FRILLINGHURST OLD MANOR,,WEST END LANE,,HASLEMERE,GU27 2EN,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2499999,2025-11-25,waverley-south-surrey,A
property:WOODLAND HOUSE TUPWOOD LANE CATERHAM CR3 6ET|CR36ET,"WOODLAND HOUSE, TUPWOOD LANE, CATERHAM, CR3 6ET",WOODLAND HOUSE,,TUPWOOD LANE,,CATERHAM,CR3 6ET,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2250000,2025-11-25,tandridge-oxted,A
property:12 PEWLEY HILL GUILDFORD GU1 3SQ|GU13SQ,"12, PEWLEY HILL, GUILDFORD, GU1 3SQ",12,,PEWLEY HILL,,GUILDFORD,GU1 3SQ,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2050000,2025-11-25,guildford-district,A
property:ROYTON VANN LANE HAMBLEDON GODALMING GU8 4EB|GU84EB,"ROYTON, VANN LANE, HAMBLEDON, GODALMING, GU8 4EB",ROYTON,,VANN LANE,HAMBLEDON,GODALMING,GU8 4EB,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2025-11-21,waverley-south-surrey,A
property:MULBERRY LODGE OLD AVENUE WEYBRIDGE KT13 0PS|KT130PS,"MULBERRY LODGE, OLD AVENUE, WEYBRIDGE, KT13 0PS",MULBERRY LODGE,,OLD AVENUE,,WEYBRIDGE,KT13 0PS,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2950000,2025-11-21,elmbridge-prime,A
property:THE FORT FORT ROAD GUILDFORD GU1 3TE|GU13TE,"THE FORT, FORT ROAD, GUILDFORD, GU1 3TE",THE FORT,,FORT ROAD,,GUILDFORD,GU1 3TE,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2750000,2025-11-21,guildford-district,A
property:16 LAKESIDE DRIVE ESHER KT10 9EZ|KT109EZ,"16, LAKESIDE DRIVE, ESHER, KT10 9EZ",16,,LAKESIDE DRIVE,,ESHER,KT10 9EZ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2500000,2025-11-21,elmbridge-prime,A
property:WHISPERING WILLOWS PETWORTH ROAD CHIDDINGFOLD GODALMING GU8 4SL|GU84SL,"WHISPERING WILLOWS, PETWORTH ROAD, CHIDDINGFOLD, GODALMING, GU8 4SL",WHISPERING WILLOWS,,PETWORTH ROAD,CHIDDINGFOLD,GODALMING,GU8 4SL,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2100000,2025-11-21,waverley-south-surrey,A
property:HILL HOUSE 3 LEIGH COURT COBHAM KT11 2HH|KT112HH,"HILL HOUSE, 3, LEIGH COURT, COBHAM, KT11 2HH","HILL HOUSE, 3",,LEIGH COURT,,COBHAM,KT11 2HH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2025-11-19,elmbridge-prime,A
property:WESTDEEN MANOR MOUNT ROAD WOKING GU22 0PY|GU220PY,"WESTDEEN MANOR, MOUNT ROAD, WOKING, GU22 0PY",WESTDEEN MANOR,,MOUNT ROAD,,WOKING,GU22 0PY,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3350000,2025-11-18,woking-district,A
property:CROSSLANES CLANDON ROAD WEST CLANDON GUILDFORD GU4 7UW|GU47UW,"CROSSLANES, CLANDON ROAD, WEST CLANDON, GUILDFORD, GU4 7UW",CROSSLANES,,CLANDON ROAD,WEST CLANDON,GUILDFORD,GU4 7UW,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2100000,2025-11-18,guildford-district,A
property:25 PRINCES DRIVE OXSHOTT LEATHERHEAD KT22 0UL|KT220UL,"25, PRINCES DRIVE, OXSHOTT, LEATHERHEAD, KT22 0UL",25,,PRINCES DRIVE,OXSHOTT,LEATHERHEAD,KT22 0UL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4000000,2025-11-14,elmbridge-prime,A
property:46 HIGH TREES ROAD REIGATE RH2 7EN|RH27EN,"46, HIGH TREES ROAD, REIGATE, RH2 7EN",46,,HIGH TREES ROAD,,REIGATE,RH2 7EN,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2630000,2025-11-14,reigate-banstead,A
property:THE COACH HOUSE EGLINTON ROAD RUSHMOOR FARNHAM GU10 2DH|GU102DH,"THE COACH HOUSE, EGLINTON ROAD, RUSHMOOR, FARNHAM, GU10 2DH",THE COACH HOUSE,,EGLINTON ROAD,RUSHMOOR,FARNHAM,GU10 2DH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2900000,2025-11-12,waverley-south-surrey,A
property:COPPERFIELDS WESTWOOD ROAD WINDLESHAM GU20 6LX|GU206LX,"COPPERFIELDS, WESTWOOD ROAD, WINDLESHAM, GU20 6LX",COPPERFIELDS,,WESTWOOD ROAD,,WINDLESHAM,GU20 6LX,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3900000,2025-11-11,surrey-heath,A
property:105 FAIRMILE LANE COBHAM KT11 2DD|KT112DD,"105, FAIRMILE LANE, COBHAM, KT11 2DD",105,,FAIRMILE LANE,,COBHAM,KT11 2DD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3700000,2025-11-11,elmbridge-prime,B
property:SANDALWOOD LONG HILL THE SANDS FARNHAM GU10 1NG|GU101NG,"SANDALWOOD, LONG HILL, THE SANDS, FARNHAM, GU10 1NG",SANDALWOOD,,LONG HILL,THE SANDS,FARNHAM,GU10 1NG,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2650000,2025-11-10,guildford-district,A
property:21 VINE ROAD EAST MOLESEY KT8 9LF|KT89LF,"21, VINE ROAD, EAST MOLESEY, KT8 9LF",21,,VINE ROAD,,EAST MOLESEY,KT8 9LF,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2100000,2025-11-10,elmbridge-prime,A
property:FAIRWAYS LANGLEY VALE ROAD EPSOM KT18 6AL|KT186AL,"FAIRWAYS, LANGLEY VALE ROAD, EPSOM, KT18 6AL",FAIRWAYS,,LANGLEY VALE ROAD,,EPSOM,KT18 6AL,Epsom and Ewell,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2400000,2025-11-07,epsom-ewell,A
property:WOODLANDS WARREN DRIVE KINGSWOOD TADWORTH KT20 6PX|KT206PX,"WOODLANDS, WARREN DRIVE, KINGSWOOD, TADWORTH, KT20 6PX",WOODLANDS,,WARREN DRIVE,KINGSWOOD,TADWORTH,KT20 6PX,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2900000,2025-11-06,reigate-banstead,A
property:FOUR WINDS CHAPEL ROAD OXTED RH8 0SX|RH80SX,"FOUR WINDS, CHAPEL ROAD, OXTED, RH8 0SX",FOUR WINDS,,CHAPEL ROAD,,OXTED,RH8 0SX,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2600000,2025-11-04,tandridge-oxted,A
property:LINCOMBE LEATHERHEAD ROAD OXSHOTT LEATHERHEAD KT22 0ET|KT220ET,"LINCOMBE, LEATHERHEAD ROAD, OXSHOTT, LEATHERHEAD, KT22 0ET",LINCOMBE,,LEATHERHEAD ROAD,OXSHOTT,LEATHERHEAD,KT22 0ET,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2073000,2025-11-04,elmbridge-prime,A
property:THE PINES QUEENS DRIVE OXSHOTT LEATHERHEAD KT22 0PH|KT220PH,"THE PINES, QUEENS DRIVE, OXSHOTT, LEATHERHEAD, KT22 0PH",THE PINES,,QUEENS DRIVE,OXSHOTT,LEATHERHEAD,KT22 0PH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4700000,2025-10-31,elmbridge-prime,B
property:DAWNEY HOUSE 10A FAIRMILE LANE COBHAM KT11 2DJ|KT112DJ,"DAWNEY HOUSE, 10A, FAIRMILE LANE, COBHAM, KT11 2DJ","DAWNEY HOUSE, 10A",,FAIRMILE LANE,,COBHAM,KT11 2DJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2240000,2025-10-31,elmbridge-prime,A
property:HARDWICK COTTAGE ST NICHOLAS HILL LEATHERHEAD KT22 8NE|KT228NE,"HARDWICK COTTAGE, ST NICHOLAS HILL, LEATHERHEAD, KT22 8NE",HARDWICK COTTAGE,,ST NICHOLAS HILL,,LEATHERHEAD,KT22 8NE,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2135000,2025-10-31,mole-valley,A
property:LAURELDENE BEECH AVENUE EFFINGHAM LEATHERHEAD KT24 5PJ|KT245PJ,"LAURELDENE, BEECH AVENUE, EFFINGHAM, LEATHERHEAD, KT24 5PJ",LAURELDENE,,BEECH AVENUE,EFFINGHAM,LEATHERHEAD,KT24 5PJ,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4500000,2025-10-29,guildford-district,A
property:18 THE GARTH COBHAM KT11 2DZ|KT112DZ,"18, THE GARTH, COBHAM, KT11 2DZ",18,,THE GARTH,,COBHAM,KT11 2DZ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2335000,2025-10-29,elmbridge-prime,A
property:24 BIRDS HILL DRIVE OXSHOTT LEATHERHEAD KT22 0SP|KT220SP,"24, BIRDS HILL DRIVE, OXSHOTT, LEATHERHEAD, KT22 0SP",24,,BIRDS HILL DRIVE,OXSHOTT,LEATHERHEAD,KT22 0SP,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4000000,2025-10-28,elmbridge-prime,B
property:WHITE LODGE TILFORD ROAD FARNHAM GU9 8JA|GU98JA,"WHITE LODGE, TILFORD ROAD, FARNHAM, GU9 8JA",WHITE LODGE,,TILFORD ROAD,,FARNHAM,GU9 8JA,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2340000,2025-10-28,waverley-south-surrey,A
property:BRONTE 5 MEADWAY ESHER KT10 9HG|KT109HG,"BRONTE, 5, MEADWAY, ESHER, KT10 9HG","BRONTE, 5",,MEADWAY,,ESHER,KT10 9HG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2950000,2025-10-24,elmbridge-prime,A
property:LITTLE ORCHARD HIGH DRIVE WOLDINGHAM CATERHAM CR3 7ED|CR37ED,"LITTLE ORCHARD, HIGH DRIVE, WOLDINGHAM, CATERHAM, CR3 7ED",LITTLE ORCHARD,,HIGH DRIVE,WOLDINGHAM,CATERHAM,CR3 7ED,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2125000,2025-10-24,tandridge-oxted,A
property:THE LANTERN HOUSE 24 CLIVE ROAD ESHER KT10 8PS|KT108PS,"THE LANTERN HOUSE, 24, CLIVE ROAD, ESHER, KT10 8PS","THE LANTERN HOUSE, 24",,CLIVE ROAD,,ESHER,KT10 8PS,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2550000,2025-10-17,elmbridge-prime,A
property:BROCKHOLT TYRRELLS WOOD LEATHERHEAD KT22 8QJ|KT228QJ,"BROCKHOLT, TYRRELLS WOOD, LEATHERHEAD, KT22 8QJ",BROCKHOLT,,TYRRELLS WOOD,,LEATHERHEAD,KT22 8QJ,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2450000,2025-10-17,mole-valley,A
property:HEADLEY HOUSE BEECH CLOSE COBHAM KT11 2EN|KT112EN,"HEADLEY HOUSE, BEECH CLOSE, COBHAM, KT11 2EN",HEADLEY HOUSE,,BEECH CLOSE,,COBHAM,KT11 2EN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2025-10-17,elmbridge-prime,A
property:ARCHWAYS THREE GATES LANE HASLEMERE GU27 2LD|GU272LD,"ARCHWAYS, THREE GATES LANE, HASLEMERE, GU27 2LD",ARCHWAYS,,THREE GATES LANE,,HASLEMERE,GU27 2LD,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2600000,2025-10-16,waverley-south-surrey,A
property:ST AUSTINS HAMMONDSWOOD ROAD FRENSHAM FARNHAM GU10 3EH|GU103EH,"ST AUSTINS, HAMMONDSWOOD ROAD, FRENSHAM, FARNHAM, GU10 3EH",ST AUSTINS,,HAMMONDSWOOD ROAD,FRENSHAM,FARNHAM,GU10 3EH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3300000,2025-10-15,waverley-south-surrey,A
property:RIVERDENE WEY ROAD WEYBRIDGE KT13 8HN|KT138HN,"RIVERDENE, WEY ROAD, WEYBRIDGE, KT13 8HN",RIVERDENE,,WEY ROAD,,WEYBRIDGE,KT13 8HN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2500000,2025-10-14,elmbridge-prime,A
property:2 THE STARLINGS OXSHOTT LEATHERHEAD KT22 0QN|KT220QN,"2, THE STARLINGS, OXSHOTT, LEATHERHEAD, KT22 0QN",2,,THE STARLINGS,OXSHOTT,LEATHERHEAD,KT22 0QN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2900000,2025-10-10,elmbridge-prime,A
property:ST ANNES HOUSE COCKCROW HILL LONG DITTON SURBITON KT6 5HE|KT65HE,"ST. ANNES HOUSE, COCKCROW HILL, LONG DITTON, SURBITON, KT6 5HE",ST. ANNES HOUSE,,COCKCROW HILL,LONG DITTON,SURBITON,KT6 5HE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2999000,2025-10-09,elmbridge-prime,A
property:14 HOLTWOOD ROAD OXSHOTT LEATHERHEAD KT22 0QJ|KT220QJ,"14, HOLTWOOD ROAD, OXSHOTT, LEATHERHEAD, KT22 0QJ",14,,HOLTWOOD ROAD,OXSHOTT,LEATHERHEAD,KT22 0QJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4835000,2025-10-07,elmbridge-prime,A
property:THE COACH HOUSE 15 ALBANY CLOSE ESHER KT10 9JR|KT109JR,"THE COACH HOUSE, 15, ALBANY CLOSE, ESHER, KT10 9JR","THE COACH HOUSE, 15",,ALBANY CLOSE,,ESHER,KT10 9JR,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2900000,2025-10-07,elmbridge-prime,A
property:ARBOUR GRANGE SANDY HOLT COBHAM KT11 2TT|KT112TT,"ARBOUR GRANGE, SANDY HOLT, COBHAM, KT11 2TT",ARBOUR GRANGE,,SANDY HOLT,,COBHAM,KT11 2TT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2300000,2025-10-07,elmbridge-prime,A
