id,propertyRecordId,address,paon,saon,street,locality,town,postcode,district,propertyType,estateId,estate,estateClassification,estateType,estateRuleId,estateRegistryVersion,estateEvidenceStatus,estateReviewStatus,price,date,market,category
lr-85f228097cc8fb026233,property:WENTWORTH GATE EAST DRIVE VIRGINIA WATER GU25 4JY|GU254JY,"WENTWORTH GATE, EAST DRIVE, VIRGINIA WATER, GU25 4JY",WENTWORTH GATE,,EAST DRIVE,,VIRGINIA WATER,GU25 4JY,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:east-drive:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,3500000,2007-12-19,runnymede-wentworth,A
lr-ed6577500e82da9ba03d,property:19 THE BARTON COBHAM KT11 2NJ|KT112NJ,"19, THE BARTON, COBHAM, KT11 2NJ",19,,THE BARTON,,COBHAM,KT11 2NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2797180,2007-12-19,elmbridge-prime,A
lr-ead9a67cffa5e52675b0,property:WINTER PALACE RIDGEMEAD ROAD ENGLEFIELD GREEN EGHAM TW20 0YG|TW200YG,"WINTER PALACE, RIDGEMEAD ROAD, ENGLEFIELD GREEN, EGHAM, TW20 0YG",WINTER PALACE,,RIDGEMEAD ROAD,ENGLEFIELD GREEN,EGHAM,TW20 0YG,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,3600000,2007-12-18,runnymede-wentworth,A
lr-f82c9828f2b2160a8ac5,property:MELROSE LOGMORE LANE WESTCOTT DORKING RH4 3JY|RH43JY,"MELROSE, LOGMORE LANE, WESTCOTT, DORKING, RH4 3JY",MELROSE,,LOGMORE LANE,WESTCOTT,DORKING,RH4 3JY,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2200000,2007-12-17,mole-valley,A
lr-b1437915d4c810b10f7f,property:CLIFDEN STOKESHEATH ROAD OXSHOTT LEATHERHEAD KT22 0PN|KT220PN,"CLIFDEN, STOKESHEATH ROAD, OXSHOTT, LEATHERHEAD, KT22 0PN",CLIFDEN,,STOKESHEATH ROAD,OXSHOTT,LEATHERHEAD,KT22 0PN,Elmbridge,Detached,crown-estate-oxshott,"Crown Estate, Oxshott",A,traditional_private_estate,pe:crown-estate-oxshott:stokesheath-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified_multi_source,partial_ready,3900000,2007-12-14,elmbridge-prime,A
lr-59bf8dfe57457d2c0875,property:23 BURSTEAD CLOSE COBHAM KT11 2NL|KT112NL,"23, BURSTEAD CLOSE, COBHAM, KT11 2NL",23,,BURSTEAD CLOSE,,COBHAM,KT11 2NL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2710000,2007-12-14,elmbridge-prime,A
lr-7b7923828c920343824e,property:16 GOLDRINGS ROAD OXSHOTT LEATHERHEAD KT22 0QR|KT220QR,"16, GOLDRINGS ROAD, OXSHOTT, LEATHERHEAD, KT22 0QR",16,,GOLDRINGS ROAD,OXSHOTT,LEATHERHEAD,KT22 0QR,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2650000,2007-12-14,elmbridge-prime,A
lr-143314a961a43824baad,property:JOKERS MOON DUNGATES LANE BUCKLAND BETCHWORTH RH3 7BD|RH37BD,"JOKERS MOON, DUNGATES LANE, BUCKLAND, BETCHWORTH, RH3 7BD",JOKERS MOON,,DUNGATES LANE,BUCKLAND,BETCHWORTH,RH3 7BD,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2170000,2007-12-14,mole-valley,A
lr-730b74804cea19769ce3,property:CENTURION HOUSE WEST ROAD WEYBRIDGE KT13 0LZ|KT130LZ,"CENTURION HOUSE, WEST ROAD, WEYBRIDGE, KT13 0LZ",CENTURION HOUSE,,WEST ROAD,,WEYBRIDGE,KT13 0LZ,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:west-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,4225000,2007-12-11,elmbridge-prime,A
lr-a47dea84f9c6f453e8ad,property:UPPER SYDENHURST MILL LANE CHIDDINGFOLD GODALMING GU8 4SJ|GU84SJ,"UPPER SYDENHURST, MILL LANE, CHIDDINGFOLD, GODALMING, GU8 4SJ",UPPER SYDENHURST,,MILL LANE,CHIDDINGFOLD,GODALMING,GU8 4SJ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,3900000,2007-12-07,waverley-south-surrey,A
lr-d51c97ae722c85b1248e,property:BROOK HILL AMLETS LANE CRANLEIGH GU6 7DH|GU67DH,"BROOK HILL, AMLETS LANE, CRANLEIGH, GU6 7DH",BROOK HILL,,AMLETS LANE,,CRANLEIGH,GU6 7DH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,3300000,2007-12-06,waverley-south-surrey,A
lr-a3d2d866e7c8328a0a56,property:HAWTHORNHILL GRANVILLE ROAD WEYBRIDGE KT13 0QG|KT130QG,"HAWTHORNHILL, GRANVILLE ROAD, WEYBRIDGE, KT13 0QG",HAWTHORNHILL,,GRANVILLE ROAD,,WEYBRIDGE,KT13 0QG,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:granville-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,2950000,2007-12-05,elmbridge-prime,A
lr-ca38407afcbcb2864285,property:LITTLE HILL PORTNALL ROAD VIRGINIA WATER GU25 4NZ|GU254NZ,"LITTLE HILL, PORTNALL ROAD, VIRGINIA WATER, GU25 4NZ",LITTLE HILL,,PORTNALL ROAD,,VIRGINIA WATER,GU25 4NZ,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,6500000,2007-11-30,runnymede-wentworth,A
lr-36367e98a7851fe9ea93,property:LONG RIDGE WEST DRIVE VIRGINIA WATER GU25 4LY|GU254LY,"LONG RIDGE, WEST DRIVE, VIRGINIA WATER, GU25 4LY",LONG RIDGE,,WEST DRIVE,,VIRGINIA WATER,GU25 4LY,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:west-drive:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,3500000,2007-11-16,runnymede-wentworth,A
lr-96afb3dfd5b0ffd262a2,property:TILLAR 17 BEACONSFIELD ROAD CLAYGATE ESHER KT10 0PN|KT100PN,"TILLAR, 17, BEACONSFIELD ROAD, CLAYGATE, ESHER, KT10 0PN","TILLAR, 17",,BEACONSFIELD ROAD,CLAYGATE,ESHER,KT10 0PN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2150000,2007-11-16,elmbridge-prime,A
lr-71c470d4d106d0c57132,property:CHESTER GATE 20 BADGERS HILL VIRGINIA WATER GU25 4SA|GU254SA,"CHESTER GATE, 20, BADGERS HILL, VIRGINIA WATER, GU25 4SA","CHESTER GATE, 20",,BADGERS HILL,,VIRGINIA WATER,GU25 4SA,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:badgers-hill:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,3600000,2007-11-09,runnymede-wentworth,A
lr-96821253f322c6fcb6b8,property:SOMERSBY PORTNALL DRIVE VIRGINIA WATER GU25 4NN|GU254NN,"SOMERSBY, PORTNALL DRIVE, VIRGINIA WATER, GU25 4NN",SOMERSBY,,PORTNALL DRIVE,,VIRGINIA WATER,GU25 4NN,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:portnall-drive:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,2800000,2007-11-09,runnymede-wentworth,A
lr-1d9e87a56ea0e201443e,property:HILL COTTAGE COCKCROW HILL LONG DITTON SURBITON KT6 5HE|KT65HE,"HILL COTTAGE, COCKCROW HILL, LONG DITTON, SURBITON, KT6 5HE",HILL COTTAGE,,COCKCROW HILL,LONG DITTON,SURBITON,KT6 5HE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2207730,2007-11-07,elmbridge-prime,A
lr-737f1d80c8a11059b637,property:4 EATON PARK COBHAM KT11 2JE|KT112JE,"4, EATON PARK, COBHAM, KT11 2JE",4,,EATON PARK,,COBHAM,KT11 2JE,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:eaton-park:whole,surrey-private-estates-2026-07-22-corrected-6,verified,ready,2400000,2007-10-31,elmbridge-prime,A
lr-d9305fd0e09d7befaa27,property:19 OXSHOTT RISE COBHAM KT11 2RW|KT112RW,"19, OXSHOTT RISE, COBHAM, KT11 2RW",19,,OXSHOTT RISE,,COBHAM,KT11 2RW,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:oxshott-rise:whole,surrey-private-estates-2026-07-22-corrected-6,verified,ready,2265000,2007-10-30,elmbridge-prime,A
lr-4b5a44c4d8f6779a8fed,property:3 HOME FARM CLOSE ESHER KT10 9HA|KT109HA,"3, HOME FARM CLOSE, ESHER, KT10 9HA",3,,HOME FARM CLOSE,,ESHER,KT10 9HA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2800000,2007-10-26,elmbridge-prime,A
lr-6bddca60659ee059905c,property:DRUMMOND HOUSE NORWOOD HILL HORLEY RH6 0ET|RH60ET,"DRUMMOND HOUSE, NORWOOD HILL, HORLEY, RH6 0ET",DRUMMOND HOUSE,,NORWOOD HILL,,HORLEY,RH6 0ET,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2700000,2007-10-26,mole-valley,A
lr-2a3c4f9b044214d262d0,property:25 WARWICKS BENCH GUILDFORD GU1 3TF|GU13TF,"25, WARWICKS BENCH, GUILDFORD, GU1 3TF",25,,WARWICKS BENCH,,GUILDFORD,GU1 3TF,Guildford,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,3155000,2007-10-25,guildford-district,A
lr-30599440d02b50cbf739,property:3 WOODSIDE ROAD COBHAM KT11 2QR|KT112QR,"3, WOODSIDE ROAD, COBHAM, KT11 2QR",3,,WOODSIDE ROAD,,COBHAM,KT11 2QR,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2250000,2007-10-24,elmbridge-prime,A
lr-5a725e70ae05c392991f,property:HURTMORE HOUSE ELSTEAD ROAD SHACKLEFORD GODALMING GU8 6AY|GU86AY,"HURTMORE HOUSE, ELSTEAD ROAD, SHACKLEFORD, GODALMING, GU8 6AY",HURTMORE HOUSE,,ELSTEAD ROAD,SHACKLEFORD,GODALMING,GU8 6AY,Guildford,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,3550000,2007-10-19,guildford-district,A
lr-392766d59a147d988563,property:10 ICKLINGHAM ROAD COBHAM KT11 2NG|KT112NG,"10, ICKLINGHAM ROAD, COBHAM, KT11 2NG",10,,ICKLINGHAM ROAD,,COBHAM,KT11 2NG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,3250000,2007-10-19,elmbridge-prime,A
lr-80b0192ef3180246b1c4,property:FAIRWAYS WEST MILES LANE COBHAM KT11 2EA|KT112EA,"FAIRWAYS WEST, MILES LANE, COBHAM, KT11 2EA",FAIRWAYS WEST,,MILES LANE,,COBHAM,KT11 2EA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2250000,2007-10-19,elmbridge-prime,A
lr-6a494d21f26215f9a9db,property:12 SANDOWN ROAD ESHER KT10 9TU|KT109TU,"12, SANDOWN ROAD, ESHER, KT10 9TU",12,,SANDOWN ROAD,,ESHER,KT10 9TU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2000000,2007-10-15,elmbridge-prime,A
lr-a833c5a8dad3e068c16c,property:ROBIN HILL HEATHERSIDE DRIVE VIRGINIA WATER GU25 4JU|GU254JU,"ROBIN HILL, HEATHERSIDE DRIVE, VIRGINIA WATER, GU25 4JU",ROBIN HILL,,HEATHERSIDE DRIVE,,VIRGINIA WATER,GU25 4JU,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:heatherside-drive:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,5000000,2007-10-09,runnymede-wentworth,A
lr-daf3b778b032ad25ec66,property:4 BROOKFIELD PLACE COBHAM KT11 2BY|KT112BY,"4, BROOKFIELD PLACE, COBHAM, KT11 2BY",4,,BROOKFIELD PLACE,,COBHAM,KT11 2BY,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2100000,2007-10-08,elmbridge-prime,A
lr-63c8da9c3fec2b260840,property:KALSI HOUSE CHRISTCHURCH ROAD VIRGINIA WATER GU25 4RW|GU254RW,"KALSI HOUSE, CHRISTCHURCH ROAD, VIRGINIA WATER, GU25 4RW",KALSI HOUSE,,CHRISTCHURCH ROAD,,VIRGINIA WATER,GU25 4RW,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,4200000,2007-10-05,runnymede-wentworth,A
lr-0e6ff413e3857572ac0c,property:FLAGSTAFF HOUSE SEVEN HILLS ROAD WALTON ON THAMES KT12 4DE|KT124DE,"FLAGSTAFF HOUSE, SEVEN HILLS ROAD, WALTON-ON-THAMES, KT12 4DE",FLAGSTAFF HOUSE,,SEVEN HILLS ROAD,,WALTON-ON-THAMES,KT12 4DE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,6250000,2007-10-03,elmbridge-prime,A
lr-dfea769bd37aca79d0bb,property:WIDEWOODS HORSHAM LANE EWHURST CRANLEIGH GU6 7SW|GU67SW,"WIDEWOODS, HORSHAM LANE, EWHURST, CRANLEIGH, GU6 7SW",WIDEWOODS,,HORSHAM LANE,EWHURST,CRANLEIGH,GU6 7SW,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,5000000,2007-10-03,waverley-south-surrey,A
lr-68feacb5118cdb66a8c7,property:PRINCES HOUSE MOLES HILL OXSHOTT LEATHERHEAD KT22 0QB|KT220QB,"PRINCES HOUSE, MOLES HILL, OXSHOTT, LEATHERHEAD, KT22 0QB",PRINCES HOUSE,,MOLES HILL,OXSHOTT,LEATHERHEAD,KT22 0QB,Elmbridge,Detached,crown-estate-oxshott,"Crown Estate, Oxshott",A,traditional_private_estate,pe:crown-estate-oxshott:moles-hill:whole,surrey-private-estates-2026-07-22-corrected-6,verified_multi_source,partial_ready,2225000,2007-10-03,elmbridge-prime,A
lr-11d8edc685ec2b2acd58,property:KNIGHTS COURT WHITE KNIGHTS ROAD WEYBRIDGE KT13 0JS|KT130JS,"KNIGHTS COURT, WHITE KNIGHTS ROAD, WEYBRIDGE, KT13 0JS",KNIGHTS COURT,,WHITE KNIGHTS ROAD,,WEYBRIDGE,KT13 0JS,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:white-knights-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,3550000,2007-09-28,elmbridge-prime,A
lr-bfc48bbb8adb858fcd90,property:FLINT HOUSE THE RIDGE WOLDINGHAM CATERHAM CR3 7AN|CR37AN,"FLINT HOUSE, THE RIDGE, WOLDINGHAM, CATERHAM, CR3 7AN",FLINT HOUSE,,THE RIDGE,WOLDINGHAM,CATERHAM,CR3 7AN,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,3000000,2007-09-28,tandridge-oxted,A
lr-ba4ee8a5ac8d3da8e9dc,property:19 INCE ROAD HERSHAM WALTON ON THAMES KT12 5BJ|KT125BJ,"19, INCE ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5BJ",19,,INCE ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5BJ,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:ince-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified,ready,2225000,2007-09-28,elmbridge-prime,A
lr-160825aa3755b4b3ea76,property:17 SPICERS FIELD OXSHOTT LEATHERHEAD KT22 0UT|KT220UT,"17, SPICERS FIELD, OXSHOTT, LEATHERHEAD, KT22 0UT",17,,SPICERS FIELD,OXSHOTT,LEATHERHEAD,KT22 0UT,Elmbridge,Detached,crown-estate-oxshott,"Crown Estate, Oxshott",A,traditional_private_estate,pe:crown-estate-oxshott:spicers-field:whole,surrey-private-estates-2026-07-22-corrected-6,verified_multi_source,partial_ready,2100000,2007-09-28,elmbridge-prime,A
lr-16665e7ed349407f1748,property:BOROUGH FARM COTTAGE PORTSMOUTH ROAD MILFORD GODALMING GU8 5JY|GU85JY,"BOROUGH FARM COTTAGE, PORTSMOUTH ROAD, MILFORD, GODALMING, GU8 5JY",BOROUGH FARM COTTAGE,,PORTSMOUTH ROAD,MILFORD,GODALMING,GU8 5JY,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2000000,2007-09-28,waverley-south-surrey,A
lr-8828a58e88c0ed5bb3a7,property:25 BROOK FARM ROAD COBHAM KT11 3AX|KT113AX,"25, BROOK FARM ROAD, COBHAM, KT11 3AX",25,,BROOK FARM ROAD,,COBHAM,KT11 3AX,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2000000,2007-09-28,elmbridge-prime,A
lr-16b84f06c5e56d6808f9,property:HEATHERDALE SOUTH ROAD ST GEORGES HILL WEYBRIDGE KT13 0NA|KT130NA,"HEATHERDALE, SOUTH ROAD, ST GEORGES HILL, WEYBRIDGE, KT13 0NA",HEATHERDALE,,SOUTH ROAD,ST GEORGES HILL,WEYBRIDGE,KT13 0NA,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:south-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,3040000,2007-09-27,elmbridge-prime,A
lr-5c1af3cbfb1ae7783a2c,property:PLOT 1 MARK WAY GODALMING GU7 2BE|GU72BE,"PLOT 1, MARK WAY, GODALMING, GU7 2BE",PLOT 1,,MARK WAY,,GODALMING,GU7 2BE,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2016052,2007-09-27,waverley-south-surrey,A
lr-0fa2a91bb3de991ab987,property:THE COACH HOUSE SUNNINGHILL ROAD WINDLESHAM GU20 6PP|GU206PP,"THE COACH HOUSE, SUNNINGHILL ROAD, WINDLESHAM, GU20 6PP",THE COACH HOUSE,,SUNNINGHILL ROAD,,WINDLESHAM,GU20 6PP,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2350000,2007-09-26,surrey-heath,A
lr-e235190a58998de43fde,property:HYDON END FEATHERCOMBE LANE HAMBLEDON GODALMING GU8 4DP|GU84DP,"HYDON END, FEATHERCOMBE LANE, HAMBLEDON, GODALMING, GU8 4DP",HYDON END,,FEATHERCOMBE LANE,HAMBLEDON,GODALMING,GU8 4DP,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,7250000,2007-09-21,waverley-south-surrey,A
lr-e80e6f61ef8008872850,property:10 NEW ROAD ESHER KT10 9PG|KT109PG,"10, NEW ROAD, ESHER, KT10 9PG",10,,NEW ROAD,,ESHER,KT10 9PG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2320000,2007-09-19,elmbridge-prime,A
lr-c7f173486f15cbf2cb1c,property:THE CEDARS JUMPS ROAD CHURT FARNHAM GU10 2LD|GU102LD,"THE CEDARS, JUMPS ROAD, CHURT, FARNHAM, GU10 2LD",THE CEDARS,,JUMPS ROAD,CHURT,FARNHAM,GU10 2LD,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2000000,2007-09-18,waverley-south-surrey,A
lr-9af6ae6b574934219cf5,property:SANDLEA HOUSE SANDPIT HALL ROAD CHOBHAM WOKING GU24 8HA|GU248HA,"SANDLEA HOUSE, SANDPIT HALL ROAD, CHOBHAM, WOKING, GU24 8HA",SANDLEA HOUSE,,SANDPIT HALL ROAD,CHOBHAM,WOKING,GU24 8HA,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,3090000,2007-09-14,surrey-heath,A
lr-4f891b75a53a2bcf94c1,property:HEPBURN HOUSE 13 EATON PARK ROAD COBHAM KT11 2JJ|KT112JJ,"HEPBURN HOUSE, 13, EATON PARK ROAD, COBHAM, KT11 2JJ","HEPBURN HOUSE, 13",,EATON PARK ROAD,,COBHAM,KT11 2JJ,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:eaton-park-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified,ready,2500000,2007-09-13,elmbridge-prime,A
lr-cdadea640b59b25daeaf,property:36 MIZEN WAY COBHAM KT11 2RH|KT112RH,"36, MIZEN WAY, COBHAM, KT11 2RH",36,,MIZEN WAY,,COBHAM,KT11 2RH,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:mizen-way:whole,surrey-private-estates-2026-07-22-corrected-6,verified,ready,2125000,2007-09-13,elmbridge-prime,A
lr-de4f07d0dc39fdbc0f9a,property:OAKSHADE HEIGHTS STOKESHEATH ROAD OXSHOTT LEATHERHEAD KT22 0QB|KT220QB,"OAKSHADE HEIGHTS, STOKESHEATH ROAD, OXSHOTT, LEATHERHEAD, KT22 0QB",OAKSHADE HEIGHTS,,STOKESHEATH ROAD,OXSHOTT,LEATHERHEAD,KT22 0QB,Elmbridge,Detached,crown-estate-oxshott,"Crown Estate, Oxshott",A,traditional_private_estate,pe:crown-estate-oxshott:stokesheath-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified_multi_source,partial_ready,2475000,2007-09-12,elmbridge-prime,A
lr-e4c5beaae5031c9804bb,property:PUCK HILL CHURCH LANE WITLEY GODALMING GU8 5PW|GU85PW,"PUCK HILL, CHURCH LANE, WITLEY, GODALMING, GU8 5PW",PUCK HILL,,CHURCH LANE,WITLEY,GODALMING,GU8 5PW,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2175000,2007-09-12,waverley-south-surrey,A
lr-28ba307f691359e8ed38,property:CHINTHURST COURT CHINTHURST LANE BRAMLEY GUILDFORD GU5 0DR|GU50DR,"CHINTHURST COURT, CHINTHURST LANE, BRAMLEY, GUILDFORD, GU5 0DR",CHINTHURST COURT,,CHINTHURST LANE,BRAMLEY,GUILDFORD,GU5 0DR,Guildford,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2150000,2007-09-12,guildford-district,A
lr-4b6e62b4622c826363ed,property:WEST END HOUSE WEST END LANE FRENSHAM FARNHAM GU10 3EP|GU103EP,"WEST END HOUSE, WEST END LANE, FRENSHAM, FARNHAM, GU10 3EP",WEST END HOUSE,,WEST END LANE,FRENSHAM,FARNHAM,GU10 3EP,Waverley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,4500000,2007-09-10,waverley-south-surrey,A
lr-1669664f6a1e10b594d7,property:45 BROADWATER ROAD SOUTH HERSHAM WALTON ON THAMES KT12 5DE|KT125DE,"45, BROADWATER ROAD SOUTH, HERSHAM, WALTON-ON-THAMES, KT12 5DE",45,,BROADWATER ROAD SOUTH,HERSHAM,WALTON-ON-THAMES,KT12 5DE,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:broadwater-road-south:whole,surrey-private-estates-2026-07-22-corrected-6,verified,ready,2350000,2007-09-10,elmbridge-prime,A
lr-d7f4410b6c0642857863,property:WARREN KEEP STOKESHEATH ROAD OXSHOTT LEATHERHEAD KT22 0PS|KT220PS,"WARREN KEEP, STOKESHEATH ROAD, OXSHOTT, LEATHERHEAD, KT22 0PS",WARREN KEEP,,STOKESHEATH ROAD,OXSHOTT,LEATHERHEAD,KT22 0PS,Elmbridge,Detached,crown-estate-oxshott,"Crown Estate, Oxshott",A,traditional_private_estate,pe:crown-estate-oxshott:stokesheath-road:whole,surrey-private-estates-2026-07-22-corrected-6,verified_multi_source,partial_ready,4100000,2007-09-07,elmbridge-prime,A
lr-9d40fd35b8a0b7285626,property:STABLE FLAT ELDERSLIE STANE STREET OCKLEY DORKING RH5 5TD|RH55TD,"STABLE FLAT, ELDERSLIE, STANE STREET, OCKLEY, DORKING, RH5 5TD",ELDERSLIE,STABLE FLAT,STANE STREET,OCKLEY,DORKING,RH5 5TD,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2300000,2007-09-06,mole-valley,A
lr-f0e2eb3467dc4080f4ac,property:TOUCHSTONE HOUSE WARREN LANE OXSHOTT LEATHERHEAD KT22 0ST|KT220ST,"TOUCHSTONE HOUSE, WARREN LANE, OXSHOTT, LEATHERHEAD, KT22 0ST",TOUCHSTONE HOUSE,,WARREN LANE,OXSHOTT,LEATHERHEAD,KT22 0ST,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2550000,2007-09-05,elmbridge-prime,A
lr-5aec70f1effcb5019c74,property:8 WARWICKS BENCH ROAD GUILDFORD GU1 3TL|GU13TL,"8, WARWICKS BENCH ROAD, GUILDFORD, GU1 3TL",8,,WARWICKS BENCH ROAD,,GUILDFORD,GU1 3TL,Guildford,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2605000,2007-08-31,guildford-district,A
lr-927a71501b116c77c38a,property:SOUTHLANDS FAIROAK LANE OXSHOTT LEATHERHEAD KT22 0TW|KT220TW,"SOUTHLANDS, FAIROAK LANE, OXSHOTT, LEATHERHEAD, KT22 0TW",SOUTHLANDS,,FAIROAK LANE,OXSHOTT,LEATHERHEAD,KT22 0TW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-22-corrected-6,,,2400000,2007-08-31,elmbridge-prime,A
lr-593cb05bf07fd466f2ad,property:BRACKENDALE NORTH DRIVE VIRGINIA WATER GU25 4NL|GU254NL,"BRACKENDALE, NORTH DRIVE, VIRGINIA WATER, GU25 4NL",BRACKENDALE,,NORTH DRIVE,,VIRGINIA WATER,GU25 4NL,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:north-drive:whole,surrey-private-estates-2026-07-22-corrected-6,verified,partial_ready,3950000,2007-08-30,runnymede-wentworth,A
lr-cb42c5f4b1769bb08f36,property:3 MANOR HOUSE DRIVE HERSHAM WALTON ON THAMES KT12 5DF|KT125DF,"3, MANOR HOUSE DRIVE, HERSHAM, WALTON-ON-THAMES, KT12 5DF",3,,MANOR HOUSE DRIVE,HERSHAM,WALTON-ON-THAMES,KT12 5DF,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:manor-house-drive:whole,surrey-private-estates-2026-07-22-corrected-6,verified,ready,3000000,2007-08-30,elmbridge-prime,A
lr-5c634f4ac0071def94ef,property:NORTHGATE PACHESHAM PARK LEATHERHEAD KT22 0DJ|KT220DJ,"NORTHGATE, PACHESHAM PARK, LEATHERHEAD, KT22 0DJ",NORTHGATE,,PACHESHAM PARK,,LEATHERHEAD,KT22 0DJ,Mole Valley,Detached,pachesham-park,Pachesham Park,A,traditional_private_estate,pe:pachesham-park:pachesham-park:whole,surrey-private-estates-2026-07-22-corrected-6,verified,ready,2425000,2007-08-30,mole-valley,A
